Товар,Категория,Остаток,Цена,Тип дня,Спрос
Сметана 15%,Молочные продукты,40,206.8,выходной,14
Мёд цветочный,Сладости,4,435.28,будни,6
"Кефир 3,2%",Молочные продукты,32,383.59,будни,6
Огурцы грунтовые,Овощи,96,196.88,будни,18
Вода минеральная,Напитки,15,20.54,выходной,24
Вода минеральная,Напитки,44,169.52,будни,14
Яйца куриные (10 шт),Яйца,17,451.53,будни,14
Майонез оливковый,Соусы,31,433.77,будни,12
Вино красное,Алкоголь,35,863.87,будни,9
Энергетик,Напитки,15,365.96,выходной,18
Макароны спагетти,Макаронные изделия,24,172.7,праздник,6
Пиво светлое,Алкоголь,16,1141.21,будни,2
Творог 5%,Молочные продукты,84,417.38,будни,5
Сыр Российский,Молочные продукты,52,150.68,будни,12
Энергетик,Напитки,12,333.83,будни,14
Мармелад фруктовый,Кондитерские изделия,37,496.55,выходной,26
Макароны спагетти,Макаронные изделия,27,122.2,будни,3
Кетчуп томатный,Соусы,33,139.47,будни,15
Мармелад фруктовый,Кондитерские изделия,30,478.32,будни,15
Картофель молодой,Овощи,48,172.89,выходной,14
Зефир ванильный,Кондитерские изделия,33,489.31,выходной,38
"Кефир 3,2%",Молочные продукты,40,61.56,будни,15
Сметана 15%,Молочные продукты,85,111.54,будни,19
Творог 5%,Молочные продукты,59,388.76,выходной,16
Соль йодированная,Бакалея,42,470.09,будни,13
Лимонад,Напитки,19,399.52,выходной,20
Пиво светлое,Алкоголь,37,217.78,будни,2
Сухарики ржаные,Снеки,47,225.25,выходной,22
Мука пшеничная,Бакалея,36,466.16,выходной,38
Майонез оливковый,Соусы,9,421.9,выходной,18
Сыр Российский,Молочные продукты,24,429.03,праздник,27
Помидоры черри,Овощи,75,139.23,выходной,20
Кетчуп томатный,Соусы,14,306.43,будни,10
Сок апельсиновый,Напитки,13,164.95,будни,8
Шоколад молочный,Кондитерские изделия,41,151.06,выходной,30
Сыр Российский,Молочные продукты,25,223.59,выходной,12
Сок апельсиновый,Напитки,27,78.69,будни,7
Морковь столовая,Овощи,56,176.37,будни,24
Вино красное,Алкоголь,28,1425.86,будни,1
Хлеб бородинский,Хлебобулочные изделия,1,255.42,будни,4
Перец черный молотый,Специи,35,211.36,будни,8
Зефир ванильный,Кондитерские изделия,16,342.45,будни,13
Гречка ядрица,Крупы,47,69.35,выходной,28
Макароны спагетти,Макаронные изделия,2,81.5,будни,18
Лук репчатый,Овощи,41,53.83,выходной,54
Сметана 15%,Молочные продукты,67,80.01,будни,17
Хлеб бородинский,Хлебобулочные изделия,6,399.56,будни,18
Апельсины,Фрукты,64,92.86,выходной,28
Кофе молотый,Напитки,39,440.43,будни,11
Соль йодированная,Бакалея,18,168.65,будни,10
Говядина вырезка,Мясо,39,634.86,выходной,26
Колбаса докторская,Мясные изделия,12,395.57,будни,16
"Молоко 2,5%",Молочные продукты,47,273.21,будни,14
"Молоко 2,5%",Молочные продукты,20,186.07,выходной,6
Рис Басмати,Крупы,34,253.09,будни,18
Перец черный молотый,Специи,30,69.68,будни,6
Кетчуп томатный,Соусы,43,238.91,будни,3
Бананы,Фрукты,87,116.02,будни,19
Соль йодированная,Бакалея,24,466.89,будни,3
Кофе молотый,Напитки,2,306.43,будни,12
Морковь столовая,Овощи,56,74.01,будни,12
Сметана 15%,Молочные продукты,97,422.31,будни,5
Конфеты шоколадные,Кондитерские изделия,2,462.49,будни,17
Конфеты шоколадные,Кондитерские изделия,1,130.79,выходной,20
Чипсы картофельные,Снеки,48,247.3,выходной,34
Творог 5%,Молочные продукты,26,373.52,выходной,18
Кетчуп томатный,Соусы,30,103.1,будни,13
Майонез оливковый,Соусы,14,88.73,будни,10
Лимонад,Напитки,47,372.8,будни,8
Сок апельсиновый,Напитки,5,31.54,выходной,14
Мука пшеничная,Бакалея,38,354.29,будни,2
Чай черный,Напитки,39,345.95,выходной,4
Картофель молодой,Овощи,91,167.15,будни,8
Чай черный,Напитки,10,191.44,выходной,18
Морковь столовая,Овощи,87,53.44,праздник,87
Масло сливочное,Молочные продукты,89,498.89,выходной,28
Кофе молотый,Напитки,28,55.9,выходной,22
Яблоки Гренни,Фрукты,94,100.32,будни,7
Гречка ядрица,Крупы,10,297.15,выходной,38
Конфеты шоколадные,Кондитерские изделия,11,234.1,будни,4
Огурцы грунтовые,Овощи,60,152.84,выходной,12
Морковь столовая,Овощи,44,131.79,выходной,58
Творог 5%,Молочные продукты,27,399.06,будни,19
Рис Басмати,Крупы,46,179.44,будни,18
Сок апельсиновый,Напитки,9,210.44,будни,7
